library_aliquot_local_name,library_package_local_name,library_pool_local_name,library_pool_local_tube_id,library_pool_tube_barcode,library_pool_preparation_date,library_local_name,library_technique,library_r1_r2_index,library_preparation_date,library_source_type,library_avg_size_bp,library_concentration_nm,library_input_ng,library_prep_pass_fail,library_prep_set,library_quantification_fmol,library_quantification_ng,amplified_cdna_local_name,amplified_cdna_preparation_date,amplified_cdna_amplified_quantity_ng,amplified_cdna_pcr_cycles,amplified_cdna_rna_amplification_pass_fail,amplified_cdna_percent_cdna_longer_than_400bp,cdna_amplification_set,barcoded_cell_sample_local_name,barcoded_cell_sample_tag_local_name,barcoded_cell_sample_tag_description,barcoded_cell_sample_number_of_expected_cells,barcoded_cell_sample_port_well,barcoded_cell_input_quantity_count,barcoded_cell_sample_technique,enriched_cell_sample_local_name,enriched_cell_sample_preparation_date,enrichment_population,dissociated_cell_sample_local_name,dissociated_cell_sample_cell_label_barcode,dissociated_cell_sample_cell_prep_type,tissue_sample_local_name,tissue_structure,species,project_identifier,roi_id,other_species,roi_local_name,donor_local_name,age_at_death_value,age_at_death_unit,age_at_death_reference_point,age_at_death_description,donor_species,biological_sex,Species common,ROI abbrv,BCS Tag updated in Portal,Package Date,Date in Portal,Portal comments,BG_Paper_241204,NeMO Bucket,NeMO Submission ID,NeMO upload date,NeMO alignment comments,NeMO alignment date (by aliquot),NeMO alignment version,NeMO alignment jobID,NeMO alignment status,Pool_NeMOsubID
NW_AT0588-7,AIBS-Proxy_240930_PreHMBA-backfill,ATX-588_240930,NW_AT0588,NW_AT0588,5/3/2022,L8XA_220426_01_B03,10xMultiome;ATAC,SI-NA-B3,4/26/2022,amplified_cdna,701,127.2995166,0,Pass,L8XA_220426_01,2545.990332,1177.927887,B8XM_220426_01_F01,2/8/2022,nan,nan,Pass,nan,B8XM_220426_01,1224_A04,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",5357,A04,8625,Multiome,"M1XM_220421_151-R_A01
M1XM_220421_151-A_A01",4/21/2022,"10% NeuN+, 49% OLIG2-, 25% OLIG2+, 16% Nurr1+",Q21.26.001.CX44.SN.001_20220421,nan,Nuclei,Q21.26.001.CX44.SN.001_Macaque-SN-VTA,DHBA:12261,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.001,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,SN-VTA,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-a6qf6qj-atx-588_240930,a6qf6qj,11/15/2024,10X genomics multiome;atac-seq,2025-01-16T18:43:09Z,5.9.3,JobIdJFETTOKE,aligned,ATX-588_240930_a6qf6qj
SQ_AT0585-3,AIBS-Proxy_240930_PreHMBA-backfill,ATX-585_240930,SQ_AT0585,SQ_AT0585,4/19/2022,L8XA_220412_01_A11,10xMultiome;ATAC,SI-NA-A11,4/12/2022,amplified_cdna,663,214.2374035,0,Pass,L8XA_220412_01,4284.74807,1874.92006,B8XM_220412_01_E02,2/8/2022,nan,nan,Pass,nan,B8XM_220412_01,1199_A06,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",3493,A06,5625,Multiome,"M1XM_220407_151-R_A01
M1XM_220407_151-A_A01",4/7/2022,"25% NeuN+, 50% OLIG2-, 25% OLIG2+",Q21.26.001.CX44.STH.001_20220407,nan,Nuclei,Q21.26.001.CX44.STH.001_Macaque-STH,DHBA:10466,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.001,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,STH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-vuqbpah-atx-585_240930,vuqbpah,11/11/2024,10X genomics multiome;atac-seq,2025-01-14T02:32:12Z,5.9.3,JobIdJG7RR2SX,aligned,ATX-585_240930_vuqbpah
NW_MX2077-3,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2077_240930,NW_MX2077,NW_MX2077,4/19/2022,L8XR_220414_02_F10,10xMultiome;GEX,SI-TT-F10,4/14/2022,amplified_cdna,473,139.2043702,120.5982096,Pass,L8TX_220414_02,4872.152957,1520.98871,A8XR_220412_01_G03,4/12/2022,121,11,Pass,1.04,A8XR_220412_01,1199_A06,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",3493,A06,5625,Multiome,"M1XM_220407_151-R_A01
M1XM_220407_151-A_A01",4/7/2022,"25% NeuN+, 50% OLIG2-, 25% OLIG2+",Q21.26.001.CX44.STH.001_20220407,nan,Nuclei,Q21.26.001.CX44.STH.001_Macaque-STH,DHBA:10466,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.001,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,STH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-t8bfbp2-mtx-2077_240930,t8bfbp2,11/11/2024,10X genomics multiome;rnaseq,2025-01-14T02:32:12Z,5.9.3,JobIdJG7RR2SX,aligned,MTX-2077_240930_t8bfbp2
SQ_AT0590-1,AIBS-Proxy_240930_PreHMBA-backfill,ATX-590_240930,SQ_AT0590,SQ_AT0590,5/17/2022,L8XA_220503_01_G03,10xMultiome;ATAC,SI-NA-G3,5/3/2022,amplified_cdna,731,139.0644878,0,Pass,L8XA_220503_01,2781.289757,1341.861056,B8XM_220503_01_E01,2/8/2022,nan,nan,Pass,nan,B8XM_220503_01,1233_A02,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",7298,A02,11750,Multiome,"M1XM_220427_151-A_A01
M1XM_220427_151-R_A01",4/27/2022,"55% NR4A2+, 6% NeuN+, 26% OLIG2-, 13% OLIG2+",H20.30.001.BS1-2.SN.001_20220427,nan,Nuclei,H20.30.001.BS1-2.SN.001_Human-SN,DHBA:12251,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.001,25,years,birth,25 yrs,NCBITaxon:9606,Male,Human,SN,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-a2q9jv9-atx-590_240930,a2q9jv9,11/11/2024,10X genomics multiome;atac-seq,2025-01-16T11:55:37Z,5.9.3,JobIdJGLVWEKH,aligned,ATX-590_240930_a2q9jv9
NW_MX2082-1,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2082_240930,NW_MX2082,NW_MX2082,5/17/2022,L8XR_220505_02_F05,10xMultiome;GEX,SI-TT-F5,5/5/2022,amplified_cdna,480,147.1878114,187.7372437,Pass,L8XR_220505_02,5151.5734,1632.018453,A8XR_220503_01_C02,5/3/2022,188,9,Pass,1.045,A8XR_220503_01,1233_A02,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",7298,A02,11750,Multiome,"M1XM_220427_151-A_A01
M1XM_220427_151-R_A01",4/27/2022,"55% NR4A2+, 6% NeuN+, 26% OLIG2-, 13% OLIG2+",H20.30.001.BS1-2.SN.001_20220427,nan,Nuclei,H20.30.001.BS1-2.SN.001_Human-SN,DHBA:12251,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.001,25,years,birth,25 yrs,NCBITaxon:9606,Male,Human,SN,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-jydgqht-mtx-2082_240930,jydgqht,11/11/2024,10X genomics multiome;rnaseq,2025-01-16T11:55:37Z,5.9.3,JobIdJGLVWEKH,aligned,MTX-2082_240930_jydgqht
NY-AT26004-3,NYGC_240827_shipment,ATX-26004,NY-AT26004,A4556273,8/27/2024,L8XA_240813_01_C01,10xMultiome;ATAC,SI-NA-C1,8/13/2024,amplified_cdna,542,404.4127955,0,Pass,L8XA_240813_01,8088.255909,2893.330904,B8XM_240813_01_A02,8/13/2024,nan,None,Pass,nan,B8XM_240813_01,2386_A02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A02,16044,Multiome,"M1XM_240812_206-A_A01
M1XM_240812_206-R_A01",8/12/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240812_H24.30.001.CX.25.CaB.01.Multiome,None,Nuclei,H24.30.001.CX.25.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.25.CaB.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,CaB,,8/27/2024,8/27/2024,,BG_paper_Human,nemo-tmp-zgii6rb-atx-26004,zgii6rb,9/14/2024,10X genomics multiome;atac-seq,2025-01-10T02:54:59Z,0,JobIdJJMYWDW9,aligned,ATX-26004_zgii6rb
NY-MX22004-3,NYGC_240827_shipment,MTX-22004,NY-MX22004,A4556271,8/27/2024,L8XR_240815_01_E07,10xMultiome;GEX,SI-TT-E7,8/15/2024,amplified_cdna,467,156.6528359,260.6737553,Pass,L8XR_240815_01,5482.849256,1689.923798,A8XR_240813_01_B01,8/13/2024,261,10,Pass,0.971,A8XR_240813_01,2386_A02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A02,16044,Multiome,"M1XM_240812_206-A_A01
M1XM_240812_206-R_A01",8/12/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240812_H24.30.001.CX.25.CaB.01.Multiome,None,Nuclei,H24.30.001.CX.25.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.25.CaB.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,CaB,,8/27/2024,8/27/2024,,BG_paper_Human,nemo-tmp-qqb3njp-mtx-22004,qqb3njp,9/15/2024,10X genomics multiome;rnaseq,2025-01-10T02:54:59Z,0,JobIdJJMYWDW9,aligned,MTX-22004_qqb3njp
NY-MX22011-6,NYGC_241015_shipment,MTX-22011,NY-MX22011,A1658774,10/15/2024,L8XR_241003_21_B07,10xMultiome;GEX,SI-TT-B7,10/3/2024,amplified_cdna,452,297.4416938,116.3393555,Pass,L8XR_241003_21,10410.45928,3105.648213,A8XR_241001_01_C01,10/1/2024,116,9,Pass,0.97,A8XR_241001_01,2479_B08,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B08,16359,Multiome,"M2XM_240927_211-R_B01
M2XM_240927_211-A_B01",9/27/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240927_H21.30.004.CX.21.CaB.01.Multiome,None,Nuclei,H21.30.004.CX.21.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.21.CaB.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,CaB,,10/15/2024,10/15/2024,,BG_paper_Human,nemo-tmp-b45iqgv-mtx-22011,b45iqgv,11/6/2024,10X genomics multiome;rnaseq,2025-01-17T12:36:43Z,5.9.3,JobIdJWFTES94,aligned,MTX-22011_b45iqgv
NY-AT26011-6,NYGC_241015_shipment,ATX-26011,NY-AT26011,A1658775,10/15/2024,L8XA_241001_01_F02,10xMultiome;ATAC,SI-NA-F2,10/1/2024,amplified_cdna,1185,127.7372642,0,Pass,L8XA_241001_01,2554.745285,1998.066287,B8XM_241001_01_B01,10/1/2024,nan,None,Pass,nan,B8XM_241001_01,2479_B08,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B08,16359,Multiome,"M2XM_240927_211-R_B01
M2XM_240927_211-A_B01",9/27/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240927_H21.30.004.CX.21.CaB.01.Multiome,None,Nuclei,H21.30.004.CX.21.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.21.CaB.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,CaB,,10/15/2024,10/15/2024,,BG_paper_Human,nemo-tmp-urxz6uq-atx-26011,urxz6uq,11/8/2024,10Xgenomics multiome;atac-seq,2025-01-17T12:36:43Z,5.9.3,JobIdJWFTES94,aligned,ATX-26011_urxz6uq
NW-AT0644-5,AIBS-Proxy_240601_Pilot-backfill,ATX-644,NW-AT0644,NW-AT0644,6/6/2023,L8XA_230523_01_G06,10xMultiome;ATAC,SI-NA-G6,5/23/2023,amplified_cdna,455,306.48047168166903,0,Pass,L8XA_230523_01,6129.609434,1840.7217129201001,B8XM_230523_01_B01,5/23/2023,nan,nan,Pass,nan,B8XM_230523_01,1718_B01,"HMBA_Macaque_Atlas
HMBA_Macaque_Atlas_BN_BF","Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,B01,16350,Multiome,"M1XM_230517_211-A_B01
M1XM_230517_211-R_B01",5/17/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20230517_QM23.50.001.CX.06.A.Pu.01.Multiome,nan,Nuclei,QM23.50.001.CX.06.A.Pu.01_Pu,DHBA:10338,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,,QM23.50.001,10,years,birth,10 yrs,NCBITaxon:9544,Male,Macaque,Pu,,6/1/2024,6/10/2024,AIBS-proxy,BG_paper_Macaque,nemo-tmp-g86d92s-atx-644,g86d92s,7/23/2024,10X genomics multiome;atac-seq,2025-01-08T16:35:38Z,0,JobIdJZN01T3O,aligned,ATX-644_g86d92s
NW-MX2136-5,AIBS-Proxy_240601_Pilot-backfill,MTX-2136,NW-MX2136,NW-MX2136,6/6/2023,L8XR_230525_21_D02,10xMultiome;GEX,SI-TT-D2,5/25/2023,amplified_cdna,495,135.5950996,387.21617619364304,Pass,L8XR_230525_21,4745.828486700751,1550.462167,A8XR_230523_01_C01,5/23/2023,387.21617619364304,9,Pass,0.981,A8XR_230523_01,1718_B01,"HMBA_Macaque_Atlas
HMBA_Macaque_Atlas_BN_BF","Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,B01,16350,Multiome,"M1XM_230517_211-A_B01
M1XM_230517_211-R_B01",5/17/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20230517_QM23.50.001.CX.06.A.Pu.01.Multiome,nan,Nuclei,QM23.50.001.CX.06.A.Pu.01_Pu,DHBA:10338,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,,QM23.50.001,10,years,birth,10 yrs,NCBITaxon:9544,Male,Macaque,Pu,,6/1/2024,6/10/2024,AIBS-proxy,BG_paper_Macaque,nemo-tmp-ocf8xzg-mtx-2136,ocf8xzg,7/23/2024,10X genomics multiome;rnaseq,2025-01-08T16:35:38Z,0,JobIdJZN01T3O,aligned,MTX-2136_ocf8xzg
SQ_AT0619-5,AIBS-Proxy_240930_PreHMBA-backfill,ATX-619_240930,SQ_AT0619,SQ_AT0619,10/25/2022,L8XA_221011_01_A04,10xMultiome;ATAC,SI-NA-A4,10/11/2022,amplified_cdna,1170,102.911578,0,Pass,L8XA_221011_01,2058.23156,1589.366411,B8XM_221011_01_E03,10/11/2022,nan,nan,Pass,nan,B8XM_221011_01,1458_A09,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",7298,A09,11750,Multiome,"M1XM_221007_151-A_A01
M1XM_221007_151-R_A01",10/7/2022,"74% NeuN+, 17% OLIG2-, 9% OLIG2+",H20.30.002.CX27.STH.001_20221007,nan,Nuclei,H20.30.002.CX27.STH.001_Human-STH,DHBA:10466,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,STH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-ux54bh5-atx-619_240930,ux54bh5,11/12/2024,10X genomics multiome;atac-seq,2025-01-16T11:56:09Z,5.9.3,JobIdK0052HDA,aligned,ATX-619_240930_ux54bh5
NW_MX2111-5,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2111_240930,NW_MX2111,NW_MX2111,10/25/2022,L8XR_221013_01_E05,10xMultiome;GEX,SI-TT-E5,10/13/2022,amplified_cdna,494,109.7603237,235.3195092,Pass,L8XR_221013_01,3841.611331,1252.518958,A8XR_221011_01_B04,10/11/2022,235,9,Pass,1.005,A8XR_221011_01,1458_A09,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",7298,A09,11750,Multiome,"M1XM_221007_151-A_A01
M1XM_221007_151-R_A01",10/7/2022,"74% NeuN+, 17% OLIG2-, 9% OLIG2+",H20.30.002.CX27.STH.001_20221007,nan,Nuclei,H20.30.002.CX27.STH.001_Human-STH,DHBA:10466,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,STH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-2krm8xz-mtx-2111_240930,2krm8xz,11/12/2024,10X genomics multiome;rnaseq,2025-01-16T11:56:09Z,5.9.3,JobIdK0052HDA,aligned,MTX-2111_240930_2krm8xz
SQ_AT0049-2,AIBS-Proxy_240930_PreHMBA-backfill,ATX-549_240930,SQ_AT0049,SQ_AT0049,12/7/2021,L8XA_211122_01_G11,10xMultiome;ATAC,SI-NA-G11,11/22/2021,amplified_cdna,635,282.0664097,0,Pass,L8XA_211122_01,5641.328195,2364.280647,B8XM_211122_01_F02,11/22/2021,nan,nan,Pass,nan,B8XM_211122_01,954_B06,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",3882,B06,6250,Multiome,"M1XM_211119_153-R_B01
M1XM_211119_153-A_B01",11/19/2021,"50% NeuN+, 50% OLIG2-, 0% OLIG2+",QN21.26.002.CX07.SN-VTA.001_20211119,nan,Nuclei,QN21.26.002.CX07.SN-VTA.001_Macaque-SN-VTA,DHBA:12261,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,SN-VTA,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-bs2qxz6-atx-549_240930,bs2qxz6,11/12/2024,10X genomics multiome;atac-seq,2025-01-24T18:01:04Z,0,JobIdK0O2VXZY,aligned,ATX-549_240930_bs2qxz6
SQ_MX2041-1,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2041_240930,SQ_MX2041,SQ_MX2041,12/7/2021,L8XR_211124_02_H10,10xMultiome;GEX,SI-TT-H10,11/24/2021,amplified_cdna,472,93.03155741,538.4245899,Pass,L8XR_211124_02,3256.104509,1014.341677,A8XR_211122_02_G02,11/22/2021,538,11,Pass,0.955,A8XR_211122_02,954_B06,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",3882,B06,6250,Multiome,"M1XM_211119_153-R_B01
M1XM_211119_153-A_B01",11/19/2021,"50% NeuN+, 50% OLIG2-, 0% OLIG2+",QN21.26.002.CX07.SN-VTA.001_20211119,nan,Nuclei,QN21.26.002.CX07.SN-VTA.001_Macaque-SN-VTA,DHBA:12261,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,SN-VTA,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-rihkizf-mtx-2041_240930,rihkizf,11/14/2024,10X genomics multiome;rnaseq,2025-01-24T18:01:04Z,0,JobIdK0O2VXZY,aligned,MTX-2041_240930_rihkizf
SQ_MX2037-3,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2037_240930,SQ_MX2037,SQ_MX2037,11/29/2021,L8XR_211111_02_D01,10xMultiome;GEX,SI-TT-D1,11/11/2021,amplified_cdna,479,95.67844753,358.210113,Pass,L8XR_211111_02,3348.745664,1058.672454,A8XR_211109_02_D02,11/9/2021,358,9,Pass,0.964,A8XR_211109_02,930_C05,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,C05,16100,Multiome,"M1XM_211105_153-A_C01
M1XM_211105_153-R_C01",11/5/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",H20.30.001.CX18.CaH.001_2021105,nan,Nuclei,H20.30.001.CX18.CaH.001_Human-CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.001,25,years,birth,25 yrs,NCBITaxon:9606,Male,Human,CaH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-vizdo6g-mtx-2037_240930,vizdo6g,11/12/2024,10X genomics multiome;rnaseq,2025-01-22T12:46:43Z,5.9.3,JobIdK32P2V6E,aligned,MTX-2037_240930_vizdo6g
SQ_AT0043-13,AIBS-Proxy_240930_PreHMBA-backfill,ATX-543_240930,SQ_AT0043,SQ_AT0043,11/16/2021,L8XA_211109_01_F04,10xMultiome;ATAC,SI-NA-F4,11/9/2021,amplified_cdna,674,256.2461541,0,Pass,L8XA_211109_01,5124.923083,2279.770784,B8XM_211109_01_E02,11/9/2021,nan,nan,Pass,nan,B8XM_211109_01,930_C05,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,C05,16100,Multiome,"M1XM_211105_153-A_C01
M1XM_211105_153-R_C01",11/5/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",H20.30.001.CX18.CaH.001_2021105,nan,Nuclei,H20.30.001.CX18.CaH.001_Human-CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.001,25,years,birth,25 yrs,NCBITaxon:9606,Male,Human,CaH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-jm7a5dz-atx-543_240930,jm7a5dz,11/14/2024,10X genomics multiome;atac-seq,2025-01-22T12:46:43Z,5.9.3,JobIdK32P2V6E,aligned,ATX-543_240930_jm7a5dz
NY-AT16027-4,NYGC_240117_shipment,ATX-16027,NY-AT16027,A1659651,1/17/2024,L8XA_231222_01_D11,10xMultiome;ATAC,SI-NA-D11,12/22/2023,amplified_cdna,750,150.9282811,0,Pass,L8XA_231222_01,3018.565621,1494.189983,B8XM_231222_01_A02,12/22/2023,nan,nan,Pass,nan,B8XM_231222_01,2006_B05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B05,15930,Multiome,"M1XM_231220_206-R_B01
M1XM_231220_206-A_B01",12/20/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20231220_H23.30.001.CX.15.GPe.01.Multiome,nan,Nuclei,H23.30.001.CX.15.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.15.GPe.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,GPe,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-9miczas-atx-16027,9miczas,2/19/2024,10X genomics multiome;atac-seq,2024-03-21T21:11:50Z,5.9.3,JobIdK4WXZ07T,aligned,ATX-16027_9miczas
NY-MX12027-4,NYGC_240117_shipment,MTX-12027,NY-MX12027,A1657030,1/17/2024,L8XR_240104_01_F05,10xMultiome;GEX,SI-TT-F5,1/4/2024,amplified_cdna,520,169.3602335,143.626091,Pass,L8XR_240104_01,5927.608174,2034.355125,A8XR_231222_01_E01,12/22/2023,144,9,Pass,0.941,A8XR_231222_01,2006_B05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B05,15930,Multiome,"M1XM_231220_206-R_B01
M1XM_231220_206-A_B01",12/20/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20231220_H23.30.001.CX.15.GPe.01.Multiome,nan,Nuclei,H23.30.001.CX.15.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.15.GPe.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,GPe,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-jt7on96-mtx-12027,jt7on96,2/19/2024,10X genomics multiome;rnaseq,2024-03-21T21:11:50Z,5.9.3,JobIdK4WXZ07T,aligned,MTX-12027_jt7on96
SQ_MX2037-2,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2037_240930,SQ_MX2037,SQ_MX2037,11/29/2021,L8XR_211111_02_D02,10xMultiome;GEX,SI-TT-D2,11/11/2021,amplified_cdna,464,118.2157085,146.1512026,Pass,L8XR_211111_02,4137.549797,1267.08325,A8XR_211109_02_C02,11/9/2021,146,9,Pass,0.927,A8XR_211109_02,930_B05,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,B05,15960,Multiome,"M2XM_211105_253-R_B01
M2XM_211105_253-A_B01",11/5/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",H20.30.002.CX24.PuC.001_2021105,nan,Nuclei,H20.30.002.CX24.PuC.001_Human-PuC,DHBA:11538,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,PuC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-vizdo6g-mtx-2037_240930,vizdo6g,11/12/2024,10X genomics multiome;rnaseq,2025-01-22T15:15:46Z,5.9.3,JobIdK8GH3UMH,aligned,MTX-2037_240930_vizdo6g
